time	plasma_radioactivity	metabolite_parent_fraction	whole_blood_radioactivity
10.799999999999999	10.679590424370563	0.9555527853957174	25.09209532319266
25.8	27.187250345422246	0.9555527853957174	8.273588958812807
42.0	11391.050257828892	0.9555527853957174	8428.819889925233
55.800000000000004	24948.358464134522	0.9555527853957174	18611.546270813153
70.8	30172.78788944351	0.9554117329691922	22371.279576372304
87.0	35668.17701250129	0.9552819647367892	26212.353083642585
102.0	38860.92480527462	0.9549875944553454	27939.21330077537
115.8	43464.14372468062	0.9543771882397436	32246.682992023496
130.8	42236.663542798975	0.9519824532923894	30554.894728392388
147.0	35411.64138198707	0.9397784090119228	25817.074379993013
180.0	19391.295213067006	0.9039500616154842	15310.873157387157
292.8	8863.047838567521	0.9129013616498718	7176.115201703648
595.2	3928.2582895968662	0.7758091303115	4156.30233066953
898.2	2763.052244926079	0.7156155701320034	3191.9831481880105
1798.8	1666.5967805524083	0.6002897994843274	2056.5788592181384
2695.8	1128.8780185808089	0.56646938877008	1617.7028417623833
3603.0	1061.5578900352323	0.5446913410039032	1558.9727451661006
4500.0	1011.984256691379	0.5231581522403882	1495.2280137606556
5395.2	1022.3615044122296	0.49773216072911575	1598.5989247615053
6300.0	895.0417122477071	0.4647224157397843	1487.5750319908107
7197.0	846.9662664427156	0.4218612388687738	1462.4199320132939
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
