frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	1e-05	0.02363	0.00059	0.01856	0.00155	0.00019	0.00719	1.65662	0.004	0.32881	0.01411	0.0	0.00325	9e-05	0.00039	0.00087	0.00111	0.10367	0.00293	0.01128	0.00212	0.0	0.0	0.00016	0.00568	0.03667	0.00013	0.00248
30	60	604.75248	737.74799	806.19304	1440.23683	956.38258	675.64169	1538.81764	776.352	721.82729	582.89291	576.72713	1642.69689	893.20376	803.8438	885.71922	770.82577	934.29688	722.38745	982.92892	633.25642	770.88181	603.26497	662.96726	482.16295	889.65231	963.31375	1021.61259	761.51801
60	90	1841.545	3358.40499	1987.65485	2948.75842	1623.74502	1447.47021	3680.36407	1343.4103	1905.20562	1987.54237	2543.53714	3566.13956	2503.21874	2126.86615	2320.82521	2101.59653	2357.47729	1882.95294	2669.66441	1613.86977	2349.69811	2083.27367	1897.19987	2340.70665	2376.43517	2950.84198	3504.49631	1818.73858
90	120	4415.03771	3425.7926	2641.65603	3962.36023	2939.48785	3071.0638	5219.93276	2131.08565	3124.87952	2862.14337	1528.74228	4508.28002	1967.69656	3447.51018	2367.12996	3333.35067	2618.05483	2744.6337	2855.73356	2518.43203	3967.76367	3972.75044	2570.26729	2049.68918	3597.92914	2935.81556	3898.17584	3414.32695
120	150	4777.23583	3978.79217	3601.48943	4464.33303	3318.44889	4108.1529	4720.30929	2810.9468	4670.48278	3353.81055	4149.42226	4854.23069	3665.69819	4940.28356	4589.08861	4605.78182	4571.4588	3877.67686	4489.1821	3333.10254	3976.85761	2928.63225	2476.74272	2669.36812	3312.31004	3398.19445	7205.80042	4368.73733
150	180	3458.54054	4467.46542	3768.55116	3946.34361	3063.42338	3344.55237	3472.29118	3137.95754	3379.43017	3049.87326	4487.57213	4702.11585	4164.21071	3631.82032	4097.06026	3762.55839	4017.57991	3335.15346	4142.69141	2532.78603	3911.34265	3540.23603	3377.8855	3188.51077	3955.65112	3176.55255	5791.67939	3384.71165
180	240	3426.40107	3339.30695	2684.37491	3717.78384	3342.98285	3425.96825	3625.86888	2987.53037	3679.06442	3322.09785	2730.68875	4784.44148	2773.61193	4245.1442	3461.19315	4045.23211	3410.50277	3576.92525	3401.03685	2564.13732	3022.31566	3419.86461	2943.59235	2685.93014	3277.53589	2816.60042	3068.65882	2969.69622
240	300	2454.81394	2375.70129	3315.70343	3402.45726	2966.02914	2736.21347	4109.49931	2674.71342	3503.706	2520.36621	2826.2536	3845.91619	3195.37012	3494.35707	3475.71806	3223.96078	3466.328	2763.63957	3498.72322	2235.19231	3089.21832	3037.14087	2873.58029	2724.45052	3008.94465	2847.90301	2866.09949	2766.92248
300	360	2635.53742	2445.29873	2312.2143	3135.30547	3015.27293	3204.99191	2946.33506	2695.38235	3065.51368	2914.03263	3055.47263	2545.52018	2801.22592	3261.86017	2816.46837	3145.38186	2840.57641	3108.59671	3010.03673	3114.95466	2569.51593	2678.73443	2645.60979	2820.42895	2860.50243	2894.80361	2669.91144	2812.72104
360	480	2860.80664	2858.64894	2877.17049	3281.39108	2576.20175	3241.58304	2820.07099	2859.99658	3063.59385	2763.56104	3036.20297	3640.93972	3300.18266	3586.08637	3393.5119	3419.92359	3259.35724	3101.65474	3274.49485	2711.36819	2913.21873	3080.6444	2968.54095	2806.10234	2861.42233	2882.36979	2651.63511	2841.15197
