index	name	volume-mm3
203	parasubiculum	62.0
211	HATA	73.0
212	fimbria	69.0
215	hippocampal_fissure	156.0
226	HP_tail	645.0
233	presubiculum-head	154.0
234	presubiculum-body	132.0
235	subiculum-head	197.0
236	subiculum-body	212.0
237	CA1-head	538.0
238	CA1-body	123.0
239	CA3-head	100.0
240	CA3-body	110.0
241	CA4-head	140.0
242	CA4-body	149.0
243	GC-ML-DG-head	146.0
244	GC-ML-DG-body	148.0
245	molecular_layer_HP-head	318.0
246	molecular_layer_HP-body	198.0
7001	Lateral-nucleus	668.0
7003	Basal-nucleus	449.0
7005	Central-nucleus	56.0
7006	Medial-nucleus	13.0
7007	Cortical-nucleus	27.0
7008	Accessory-Basal-nucleus	279.0
7009	Corticoamygdaloid-transitio	175.0
7010	Anterior-amygdaloid-area-AAA	31.0
7015	Paralaminar-nucleus	37.0
