index	name	volume-mm3
8103	Left-AV	144.0
8104	Left-CeM	60.0
8105	Left-CL	19.0
8106	Left-CM	233.0
8108	Left-LD	31.0
8109	Left-LGN	312.0
8110	Left-LP	147.0
8111	Left-L-Sg	4.0
8112	Left-MDl	232.0
8113	Left-MDm	782.0
8115	Left-MGN	73.0
8116	Left-MV(Re)	6.0
8118	Left-Pf	30.0
8120	Left-PuA	224.0
8121	Left-PuI	274.0
8122	Left-PuL	157.0
8123	Left-PuM	1254.0
8126	Left-VA	362.0
8127	Left-VAmc	3.0
8128	Left-VLa	595.0
8129	Left-VLp	908.0
8130	Left-VM	7.0
8133	Left-VPL	941.0
8203	Right-AV	167.0
8204	Right-CeM	64.0
8205	Right-CL	13.0
8206	Right-CM	251.0
8208	Right-LD	19.0
8209	Right-LGN	313.0
8210	Right-LP	143.0
8211	Right-L-Sg	6.0
8212	Right-MDl	238.0
8213	Right-MDm	762.0
8215	Right-MGN	82.0
8216	Right-MV(Re)	11.0
8217	Right-Pc	1.0
8218	Right-Pf	48.0
8220	Right-PuA	200.0
8221	Right-PuI	246.0
8222	Right-PuL	121.0
8223	Right-PuM	1165.0
8226	Right-VA	378.0
8227	Right-VAmc	8.0
8228	Right-VLa	626.0
8229	Right-VLp	972.0
8230	Right-VM	2.0
8233	Right-VPL	1146.0
