index	name	volume-mm3
203	parasubiculum	59.0
211	HATA	77.0
212	fimbria	84.0
215	hippocampal_fissure	87.0
226	HP_tail	678.0
233	presubiculum-head	139.0
234	presubiculum-body	169.0
235	subiculum-head	224.0
236	subiculum-body	273.0
237	CA1-head	675.0
238	CA1-body	113.0
239	CA3-head	113.0
240	CA3-body	109.0
241	CA4-head	146.0
242	CA4-body	127.0
243	GC-ML-DG-head	185.0
244	GC-ML-DG-body	152.0
245	molecular_layer_HP-head	383.0
246	molecular_layer_HP-body	247.0
7001	Lateral-nucleus	794.0
7003	Basal-nucleus	563.0
7005	Central-nucleus	36.0
7006	Medial-nucleus	8.0
7007	Cortical-nucleus	25.0
7008	Accessory-Basal-nucleus	311.0
7009	Corticoamygdaloid-transitio	221.0
7010	Anterior-amygdaloid-area-AAA	36.0
7015	Paralaminar-nucleus	40.0
