index	name	volume-mm3
203	parasubiculum	68.0
211	HATA	76.0
212	fimbria	87.0
215	hippocampal_fissure	56.0
226	HP_tail	653.0
233	presubiculum-head	148.0
234	presubiculum-body	159.0
235	subiculum-head	209.0
236	subiculum-body	267.0
237	CA1-head	703.0
238	CA1-body	119.0
239	CA3-head	142.0
240	CA3-body	122.0
241	CA4-head	170.0
242	CA4-body	141.0
243	GC-ML-DG-head	203.0
244	GC-ML-DG-body	151.0
245	molecular_layer_HP-head	374.0
246	molecular_layer_HP-body	248.0
7001	Lateral-nucleus	691.0
7003	Basal-nucleus	465.0
7005	Central-nucleus	48.0
7006	Medial-nucleus	14.0
7007	Cortical-nucleus	27.0
7008	Accessory-Basal-nucleus	275.0
7009	Corticoamygdaloid-transitio	178.0
7010	Anterior-amygdaloid-area-AAA	24.0
7015	Paralaminar-nucleus	40.0
