index	name	volume-mm3
203	parasubiculum	141.0
211	HATA	153.0
212	fimbria	187.0
215	hippocampal_fissure	96.0
226	HP_tail	1269.0
233	presubiculum-head	289.0
234	presubiculum-body	325.0
235	subiculum-head	415.0
236	subiculum-body	534.0
237	CA1-head	1359.0
238	CA1-body	205.0
239	CA3-head	273.0
240	CA3-body	210.0
241	CA4-head	312.0
242	CA4-body	280.0
243	GC-ML-DG-head	385.0
244	GC-ML-DG-body	297.0
245	molecular_layer_HP-head	720.0
246	molecular_layer_HP-body	462.0
7001	Lateral-nucleus	1295.0
7003	Basal-nucleus	886.0
7005	Central-nucleus	84.0
7006	Medial-nucleus	20.0
7007	Cortical-nucleus	47.0
7008	Accessory-Basal-nucleus	536.0
7009	Corticoamygdaloid-transitio	359.0
7010	Anterior-amygdaloid-area-AAA	48.0
7015	Paralaminar-nucleus	75.0
