index	name	volume-mm3
203	parasubiculum	41.0
211	HATA	36.0
212	fimbria	70.0
215	hippocampal_fissure	214.0
226	HP_tail	513.0
233	presubiculum-head	101.0
234	presubiculum-body	117.0
235	subiculum-head	147.0
236	subiculum-body	169.0
237	CA1-head	442.0
238	CA1-body	105.0
239	CA3-head	78.0
240	CA3-body	52.0
241	CA4-head	92.0
242	CA4-body	88.0
243	GC-ML-DG-head	101.0
244	GC-ML-DG-body	99.0
245	molecular_layer_HP-head	227.0
246	molecular_layer_HP-body	140.0
7001	Lateral-nucleus	452.0
7003	Basal-nucleus	316.0
7005	Central-nucleus	19.0
7006	Medial-nucleus	2.0
7007	Cortical-nucleus	14.0
7008	Accessory-Basal-nucleus	182.0
7009	Corticoamygdaloid-transitio	162.0
7010	Anterior-amygdaloid-area-AAA	21.0
7015	Paralaminar-nucleus	35.0
