index	name	volume-mm3
8103	Left-AV	132.0
8104	Left-CeM	76.0
8105	Left-CL	10.0
8106	Left-CM	205.0
8108	Left-LD	26.0
8109	Left-LGN	262.0
8110	Left-LP	101.0
8111	Left-L-Sg	17.0
8112	Left-MDl	282.0
8113	Left-MDm	814.0
8115	Left-MGN	88.0
8116	Left-MV(Re)	9.0
8118	Left-Pf	46.0
8120	Left-PuA	241.0
8121	Left-PuI	194.0
8122	Left-PuL	134.0
8123	Left-PuM	1076.0
8126	Left-VA	378.0
8127	Left-VAmc	5.0
8128	Left-VLa	524.0
8129	Left-VLp	857.0
8130	Left-VM	1.0
8133	Left-VPL	914.0
8203	Right-AV	99.0
8204	Right-CeM	61.0
8205	Right-CL	9.0
8206	Right-CM	226.0
8208	Right-LD	28.0
8209	Right-LGN	328.0
8210	Right-LP	126.0
8211	Right-L-Sg	7.0
8212	Right-MDl	313.0
8213	Right-MDm	922.0
8215	Right-MGN	93.0
8216	Right-MV(Re)	9.0
8217	Right-Pc	1.0
8218	Right-Pf	44.0
8220	Right-PuA	254.0
8221	Right-PuI	229.0
8222	Right-PuL	146.0
8223	Right-PuM	1257.0
8226	Right-VA	311.0
8227	Right-VAmc	5.0
8228	Right-VLa	525.0
8229	Right-VLp	818.0
8230	Right-VM	3.0
8233	Right-VPL	1059.0
