index	name	volume-mm3
203	parasubiculum	58.0
211	HATA	72.0
212	fimbria	89.0
215	hippocampal_fissure	33.0
226	HP_tail	730.0
233	presubiculum-head	134.0
234	presubiculum-body	152.0
235	subiculum-head	209.0
236	subiculum-body	285.0
237	CA1-head	632.0
238	CA1-body	136.0
239	CA3-head	133.0
240	CA3-body	116.0
241	CA4-head	152.0
242	CA4-body	147.0
243	GC-ML-DG-head	169.0
244	GC-ML-DG-body	158.0
245	molecular_layer_HP-head	359.0
246	molecular_layer_HP-body	277.0
7001	Lateral-nucleus	777.0
7003	Basal-nucleus	542.0
7005	Central-nucleus	51.0
7006	Medial-nucleus	10.0
7007	Cortical-nucleus	16.0
7008	Accessory-Basal-nucleus	306.0
7009	Corticoamygdaloid-transitio	208.0
7010	Anterior-amygdaloid-area-AAA	30.0
7015	Paralaminar-nucleus	41.0
