index	name	volume-mm3
8103	Left-AV	135.0
8104	Left-CeM	68.0
8105	Left-CL	7.0
8106	Left-CM	281.0
8108	Left-LD	15.0
8109	Left-LGN	249.0
8110	Left-LP	114.0
8111	Left-L-Sg	6.0
8112	Left-MDl	266.0
8113	Left-MDm	824.0
8115	Left-MGN	71.0
8116	Left-MV(Re)	8.0
8118	Left-Pf	55.0
8120	Left-PuA	207.0
8121	Left-PuI	215.0
8122	Left-PuL	145.0
8123	Left-PuM	1054.0
8126	Left-VA	403.0
8127	Left-VAmc	6.0
8128	Left-VLa	586.0
8129	Left-VLp	912.0
8133	Left-VPL	895.0
8203	Right-AV	135.0
8204	Right-CeM	79.0
8205	Right-CL	6.0
8206	Right-CM	321.0
8208	Right-LD	11.0
8209	Right-LGN	261.0
8210	Right-LP	101.0
8211	Right-L-Sg	11.0
8212	Right-MDl	297.0
8213	Right-MDm	892.0
8215	Right-MGN	94.0
8216	Right-MV(Re)	7.0
8217	Right-Pc	2.0
8218	Right-Pf	69.0
8220	Right-PuA	212.0
8221	Right-PuI	215.0
8222	Right-PuL	145.0
8223	Right-PuM	1145.0
8226	Right-VA	416.0
8227	Right-VAmc	7.0
8228	Right-VLa	624.0
8229	Right-VLp	916.0
8230	Right-VM	1.0
8233	Right-VPL	1123.0
